Id,AnimalName,Spicies,Age,CageNumber,ZooId
611,Class per torquent,consequat dis,40,28,5
612,magnis Aenean in,eu Aliquam,37,12,31
613,ante imperdiet,habitant Suspendisse Curabitur,2,48,8
614,Maecenas,justo diam,44,48,23
615,eu molestie ornare,faucibus,50,25,16
616,dis bibendum,aliquet,16,21,6
617,pulvinar,scelerisque,8,10,41
618,rutrum Lorem arcu,sed,20,23,46
619,lacinia gravida,risus tempor,36,57,39
620,rhoncus,Sed accumsan faucibus,9,49,34
621,Mauris ipsum lorem,Proin leo molestie,36,55,49
622,massa faucibus,Duis fames,46,17,36
623,molestie,posuere ornare dis,19,56,28
624,nibh Sed pellentesque,Cras,0,22,15
625,lobortis,augue Mauris,40,13,8
626,amet,Lorem luctus Praesent,44,27,33
627,Integer,aliquam congue,39,39,37
628,In lacus ad,dis sociosqu,42,42,7
629,eros placerat dignissim,Suspendisse pellentesque faucibus,12,34,8
630,lorem fermentum ante,pulvinar nostra quis,23,48,8
631,odio nostra,lacus mattis Curae,49,29,38
632,volutpat,ipsum imperdiet torquent,1,50,13
633,vitae,Cum porta,8,46,14
634,neque conubia,massa,29,49,41
635,feugiat,quam,24,60,25
636,nulla morbi pulvinar,mattis consectetuer,20,27,8
637,mi nec,taciti ridiculus mus,20,33,44
638,porta,augue tempor mattis,7,43,26
639,vel sollicitudin non,lacinia urna laoreet,27,16,0
640,Morbi Phasellus,erat non,31,0,5
641,congue Curabitur,a rhoncus inceptos,22,52,47
642,elementum tristique,Cras risus,17,48,8
643,diam,Donec,38,18,18
644,quam,scelerisque scelerisque,48,34,45
645,litora,habitant,43,29,1
646,tempus dapibus,aliquam Curabitur,48,28,23
647,morbi tempor egestas,tristique feugiat vulputate,23,36,36
648,cursus,posuere,46,14,14
649,torquent dictum Duis,ornare bibendum Nullam,34,7,40
650,velit placerat,facilisis ornare vulputate,35,26,33
651,gravida,mollis viverra taciti,9,56,5
652,sociosqu nec sodales,quam,27,27,18
653,adipiscing,erat Nunc,6,7,32
654,pulvinar id In,Lorem Nullam,41,44,40
655,velit vestibulum,hymenaeos id,24,3,7
656,lacinia,Aliquam tortor ridiculus,27,37,36
657,augue,sed natoque,18,17,4
658,aliquam,purus odio mus,29,40,31
659,at sociosqu penatibus,tempor id,4,13,13
660,molestie lacinia Maecenas,lorem interdum,39,8,1
661,tellus,placerat quam,22,32,0
662,risus Aliquam Vestibulum,dignissim Phasellus,21,54,46
663,leo vel tortor,Cras consectetuer,28,34,39
664,justo erat,molestie Praesent,7,46,48
665,natoque per diam,tortor Cum,32,29,15
666,leo enim consectetuer,cubilia semper,49,44,17
667,ante montes,faucibus volutpat cursus,6,3,6
668,amet imperdiet,facilisi placerat,43,2,16
669,nunc sodales,gravida,26,60,6
670,facilisis ad adipiscing,fringilla ad Integer,11,3,14
671,nisl,vitae diam inceptos,38,13,19
672,iaculis pretium fringilla,nisi condimentum,49,30,15
673,Praesent massa penatibus,Vestibulum Praesent,33,51,39
674,turpis habitant adipiscing,pretium ante,48,31,27
675,parturient pulvinar,facilisis,6,49,1
676,cursus per,Fusce,15,26,0
677,inceptos Donec,convallis tortor Mauris,44,0,28
678,conubia mollis malesuada,placerat,42,3,23
679,scelerisque,faucibus,42,18,6
680,tortor eu purus,non placerat Ut,42,4,23
681,mattis,tempor nisi semper,26,58,36
682,sed Vestibulum vehicula,adipiscing tempus ac,42,50,27
683,suscipit eu,lobortis a,50,10,18
684,ante,sed leo blandit,41,48,42
685,inceptos dui,mollis tellus sit,15,5,16
686,faucibus,interdum,36,9,1
687,facilisis quam Etiam,felis mauris consectetuer,22,16,28
688,molestie consectetuer dictum,purus fermentum Nulla,28,54,11
689,tempus,facilisis aliquet iaculis,25,24,49
690,ornare vehicula,sapien euismod,26,33,14
691,sagittis odio mauris,mauris,28,13,3
692,ante ad Class,Nulla,27,60,12
693,lacinia porta,Nunc ultricies natoque,11,37,29
694,nascetur sagittis cubilia,nunc pulvinar,31,19,16
695,pretium dui viverra,rutrum,43,45,18
696,metus ullamcorper dolor,Aliquam tempor,32,44,14
697,Donec porttitor a,per libero magna,7,37,11
698,primis varius ut,nibh,21,12,34
699,nisi Aenean,inceptos iaculis,4,23,6
700,vulputate neque natoque,semper,30,2,24
701,Nam,felis ridiculus mauris,27,58,46
702,morbi risus Integer,non,14,11,28
703,scelerisque,Mauris Maecenas accumsan,8,31,44
704,elementum,viverra parturient,40,46,7
705,nisi,Cras habitant Ut,43,53,39
706,Etiam et lobortis,Pellentesque,25,47,16
707,sollicitudin mus,natoque,47,20,16
708,ad,Class molestie Curabitur,45,14,46
709,Curabitur,Donec mauris,1,47,33
710,nulla,feugiat,27,32,19
711,adipiscing ante Class,Aenean,39,43,39
712,tristique fames nostra,id nascetur,39,15,15
713,tristique Duis,magnis amet,12,9,25
714,Nullam purus aliquet,arcu mollis Suspendisse,14,29,18
715,nibh fermentum,venenatis ornare,19,57,16
716,elit,Vestibulum mi dapibus,46,32,41
717,Vivamus,senectus Maecenas,29,49,47
718,congue aliquam purus,placerat ligula,34,39,36
719,inceptos faucibus Aliquam,porttitor fermentum,49,41,8
720,luctus Quisque ultrices,dui fames,34,17,22
721,porttitor,in,4,43,22
722,vulputate,egestas massa,15,53,34
723,tincidunt fames,placerat,50,33,26
724,luctus Suspendisse,pharetra,14,33,13
725,venenatis consectetuer auctor,Vivamus,49,39,18
726,parturient Pellentesque ultricies,augue vulputate,46,6,4
727,iaculis fames,Nunc elementum id,30,13,3
728,cursus odio,dui,25,6,20
729,Nunc in,Duis Praesent in,2,39,12
730,dolor neque,morbi Mauris,37,39,6
731,et lacinia,metus,35,30,9
732,non quam,scelerisque,3,34,16
733,natoque urna suscipit,aliquet cubilia,44,46,47
734,Cum varius,semper tristique,4,49,2
735,sapien nisi,tellus vestibulum felis,23,9,23
736,Lorem morbi,tempus,36,33,13
737,Morbi ante,sem vulputate,17,24,32
738,lacus urna,torquent,10,32,37
739,lacus consectetuer convallis,velit eget fringilla,31,21,1
740,dignissim pede,imperdiet varius parturient,10,48,6
741,laoreet Suspendisse,nonummy id,8,60,37
742,nisl mauris Morbi,sagittis feugiat tortor,39,17,14
743,libero tempus,Duis tempus tempor,18,19,25
744,tortor,ligula,22,9,29
745,eleifend ultricies,scelerisque accumsan,3,2,0
746,Curabitur enim feugiat,tellus mus placerat,19,29,6
747,Vestibulum ut,Maecenas litora per,22,7,37
748,odio,Sed Curabitur facilisi,2,51,14
749,in,nisl,7,9,47
750,Curae sodales,ipsum Fusce accumsan,22,44,19
751,Lorem laoreet nec,vulputate vel,37,8,32
752,pellentesque purus,Nam,2,26,21
753,mollis,suscipit posuere,17,58,39
754,lobortis,augue elementum,27,38,41
755,vitae penatibus in,a,20,34,20
756,vitae,blandit iaculis,42,0,6
757,dictum neque,feugiat semper,36,60,12
758,morbi,ac tristique,40,41,39
759,Ut,Cras consectetuer nulla,8,45,37
760,convallis,Mauris,27,5,16
761,pretium,Nam volutpat,35,16,9
762,fames,Donec,44,36,32
763,nisi nibh Duis,metus pede,36,48,29
764,nulla nisl,condimentum habitant et,20,52,10
765,nisi,rutrum,1,39,42
766,viverra venenatis Suspendisse,molestie luctus sit,24,51,19
767,sed eu,vitae,1,0,45
768,congue,pede Sed,29,9,7
769,orci,nonummy netus,50,57,49
770,a eleifend,morbi,37,45,4
771,leo Curae,sociosqu,35,10,22
772,placerat,est,38,8,29
773,velit nec nascetur,mus viverra,15,16,5
774,pulvinar varius,Nullam nostra,35,22,28
775,fames,odio Aliquam enim,42,10,20
776,lacus Fusce sollicitudin,Etiam Lorem vestibulum,43,39,29
777,Fusce,aliquam,15,42,45
778,porta,per mus pede,2,17,30
779,penatibus,montes semper,38,19,37
780,condimentum,tincidunt,40,35,22
781,ante,molestie pellentesque netus,31,49,32
782,mus ac ridiculus,magna Curabitur,18,28,40
783,quis,Curabitur,8,44,36
784,Etiam,habitant,13,29,6
785,lobortis,justo fermentum,25,21,38
786,mus ullamcorper,dis interdum natoque,22,27,26
787,Aliquam,sapien,37,25,26
788,luctus,mattis aliquam,3,29,26
789,ridiculus,Ut,28,52,24
790,tincidunt netus porttitor,parturient erat,3,26,24
791,dis ridiculus nonummy,fringilla,34,19,41
792,mollis purus,Proin,34,48,4
793,interdum a,placerat,28,45,36
794,sem ipsum,lectus ullamcorper Nulla,29,46,15
795,pellentesque sapien,sollicitudin ullamcorper ut,41,33,4
796,vel sociosqu,pretium,43,54,10
797,nonummy,arcu,0,39,39
798,sapien justo eros,nibh Nunc,15,50,47
799,Cras ullamcorper molestie,pellentesque sapien ridiculus,42,28,36
800,ornare,Curabitur nascetur,19,45,49
801,consectetuer vitae,suscipit laoreet gravida,5,17,35
802,litora Sed,nonummy netus facilisi,48,26,10
803,cursus lacinia in,facilisi Suspendisse,25,49,46
804,facilisis vitae,sociosqu natoque eu,25,18,10
805,Lorem suscipit Fusce,non,48,5,19
806,aptent,massa nisl,9,32,44
807,lacus quis arcu,convallis condimentum,34,9,44
808,viverra,ultricies Maecenas,25,58,33
809,Pellentesque lacinia vehicula,Proin,2,35,43
810,ornare rhoncus litora,laoreet lacus tellus,49,58,28
811,Integer natoque bibendum,blandit,35,20,2
812,elementum nulla natoque,aliquam semper,8,20,31
813,pellentesque,Nam orci,16,24,46
814,erat dis turpis,placerat dolor,3,6,0
815,odio Curabitur,Curae Lorem Nam,16,13,32
816,parturient dolor mus,tortor scelerisque sed,36,3,21
817,in eu,Ut Cum faucibus,19,47,6
818,enim,varius lacus nisl,39,59,37
819,sociis,senectus iaculis hymenaeos,37,4,21
820,Praesent,felis,25,53,39
821,parturient tellus hendrerit,interdum gravida Nullam,47,36,42
822,augue,magna ad,31,14,43
823,Etiam lorem,amet laoreet,9,12,37
824,est arcu,massa gravida malesuada,19,60,43
825,quis scelerisque,dapibus ridiculus ultricies,31,14,6
826,sociis,netus Etiam quam,32,14,30
827,Cum,adipiscing nec Suspendisse,42,58,39
828,elementum,amet ligula,11,49,18
829,eros,volutpat Nam,43,56,35
830,non vel Nunc,ornare,10,60,43
831,augue,Curae,21,32,1
832,tellus purus,dis lorem,22,42,39
833,taciti,hendrerit,35,7,4
834,ultrices vitae,vitae cubilia auctor,38,3,6
835,orci arcu Morbi,Nunc et,38,31,23
836,accumsan tellus,nostra,7,13,12
837,dictum sed dictum,senectus venenatis amet,13,19,35
838,egestas,porta non vehicula,34,50,17
839,lacus ipsum purus,eu,40,30,42
840,orci eget Duis,lobortis viverra odio,38,24,15
841,suscipit,laoreet Quisque mus,21,47,23
842,Aliquam nisi Mauris,vel,33,39,20
843,Class metus,Proin,3,47,25
844,bibendum,ligula,48,4,0
845,taciti hendrerit,mi,37,14,21
846,hendrerit,turpis,47,1,31
847,pellentesque,taciti diam,26,27,7
848,nibh,pharetra condimentum viverra,39,35,30
849,Etiam,condimentum rutrum,16,4,27
850,vel metus,ullamcorper rhoncus varius,37,5,14
851,Cum lectus sodales,sociis,39,41,47
852,elit,tempor Curabitur tincidunt,13,58,36
853,Proin in,tortor,48,53,34
854,nec ut dignissim,facilisis natoque,13,53,7
855,tortor risus,Quisque,35,59,42
856,Vestibulum magnis,leo,37,39,49
857,aliquam tempus purus,nostra,17,38,33
858,sapien montes,Vestibulum eget,31,3,11
859,felis neque dignissim,mus turpis massa,41,26,32
860,erat,tellus neque,26,59,26
861,tortor nisl risus,pede Ut,44,32,37
862,consequat fames,torquent lacinia,32,5,14
863,morbi,vitae,6,21,18
864,sem dapibus urna,pretium turpis rhoncus,9,26,45
865,Nunc augue Ut,interdum pulvinar nisl,19,21,11
866,Maecenas molestie mattis,nec elementum,9,1,43
867,hendrerit sodales dictum,tempor,40,22,36
868,sed,nibh,28,32,18
869,metus sit Class,sagittis purus,13,30,22
870,pulvinar,interdum urna,7,3,28
871,justo tempor magna,ultricies,1,23,7
872,feugiat,tortor netus,17,32,12
873,nostra sociis arcu,aptent,40,14,41
874,tincidunt tempus libero,leo fringilla,1,41,17
875,Praesent,netus,41,7,13
876,interdum,sollicitudin a,24,43,28
877,tellus arcu ante,bibendum,35,37,5
878,dolor lobortis,nulla congue,41,9,25
879,Curae,tempor magnis,40,52,48
880,nostra pharetra,pretium leo,23,43,47
881,euismod montes Sed,felis ornare,48,4,41
882,quis Etiam,pulvinar,34,34,26
883,mus sociis taciti,Maecenas semper,17,10,1
884,felis Lorem,massa posuere quam,25,7,6
885,posuere tellus,mauris penatibus sodales,46,24,8
886,mattis odio,Cum,11,1,34
887,Etiam blandit,amet aliquam parturient,34,19,48
888,convallis,mus,9,15,13
889,Nunc Praesent felis,turpis,21,58,46
890,ridiculus lorem Nullam,tortor suscipit hendrerit,32,3,4
891,Aliquam,pulvinar viverra,42,23,44
892,diam tristique,tristique,18,56,18
893,vulputate dis,odio lorem,24,37,16
894,adipiscing ipsum,vulputate,37,39,1
895,magna,facilisi consectetuer eu,42,25,28
896,erat,ridiculus molestie,17,41,8
897,magnis ut,blandit pellentesque,21,20,7
898,vel mollis,Vestibulum feugiat risus,6,52,26
899,congue velit,hendrerit Nullam Aliquam,1,57,11
900,Proin eleifend,dictum litora fringilla,21,46,12
901,faucibus neque pulvinar,dis sed,49,52,29
902,Aliquam est,parturient Vivamus,5,17,18
903,urna augue ad,est eleifend,38,17,35
904,Pellentesque conubia cursus,commodo pretium,11,5,49
905,tortor pede,lectus,22,53,42
906,urna et,pellentesque tempor,32,0,18
907,elit suscipit,conubia urna Aenean,33,39,8
908,rutrum,bibendum Integer Cras,47,13,23
909,felis,sed Nulla turpis,1,59,32
910,malesuada,In nisl quis,42,31,33
911,mattis tincidunt In,dis euismod,3,51,18
912,Nunc ipsum Praesent,eu Phasellus litora,8,9,17
913,dignissim,Cras nulla Aliquam,21,35,31
914,Vestibulum,sociosqu,35,59,45
915,ad eros,justo,21,57,46
916,Lorem erat rutrum,In,41,30,44
917,lacinia cursus dis,parturient pellentesque,15,37,21
918,fringilla dolor Nullam,odio Morbi,32,42,44
919,risus pulvinar,montes Proin fermentum,24,57,38
920,eget conubia lorem,aptent,2,6,21
921,Lorem ultricies vestibulum,cursus urna,49,47,37
922,mattis venenatis,accumsan faucibus,25,16,31
923,Aenean,vel morbi,22,20,7
924,dignissim nostra Nulla,faucibus lobortis litora,48,27,19
925,convallis nibh pede,erat vitae,27,15,26
926,netus,congue,37,4,12
927,sed eu faucibus,ipsum turpis consectetuer,26,59,28
928,Fusce dis,morbi mollis rutrum,36,23,35
929,interdum molestie,Duis sodales scelerisque,37,17,25
930,cubilia vulputate metus,ridiculus,42,22,33
931,sociosqu,dui Curae,30,49,19
932,arcu mollis,cursus,18,56,23
933,pretium,malesuada congue a,15,5,0
934,dolor,Proin scelerisque mollis,42,25,22
935,cursus in,lacinia diam Maecenas,38,7,25
936,Cum orci,orci fames cubilia,3,46,40
937,semper netus,porta,4,40,30
938,Integer sapien Praesent,Vestibulum,40,53,47
939,taciti condimentum,consequat sodales,5,17,39
940,habitant,dapibus semper laoreet,4,2,19
941,natoque rhoncus,Curabitur Morbi laoreet,6,37,6
942,fringilla,dolor orci venenatis,33,49,8
943,tristique Aenean scelerisque,libero odio malesuada,46,0,28
944,augue tempor Fusce,venenatis neque imperdiet,44,7,2
945,vestibulum torquent interdum,sociis sociis,20,34,37
946,eu cubilia,Cras volutpat,26,35,31
947,id,tortor nostra viverra,4,21,39
948,lacinia primis,in Ut,42,29,0
949,arcu nascetur mauris,egestas,34,53,5
950,diam tincidunt,ridiculus placerat Aliquam,46,51,41
951,Morbi,malesuada,5,7,2
952,magna,molestie elit,18,11,17
953,augue bibendum penatibus,tincidunt,16,23,22
954,gravida,rutrum Etiam felis,16,46,22
955,Proin eros In,porttitor consectetuer,24,1,1
956,venenatis ligula,aptent Maecenas,7,44,13
957,nulla in,morbi blandit,14,33,36
958,scelerisque Nulla Nulla,tincidunt varius,4,0,34
959,auctor,auctor at,31,33,48
960,dapibus Maecenas quam,senectus faucibus porta,46,56,45
961,nulla,mauris Lorem magnis,35,56,19
962,gravida hendrerit magna,nascetur Fusce tortor,35,43,14
963,sagittis Cum pretium,egestas tellus,37,31,22
964,mollis,purus nonummy in,7,10,16
965,nisl facilisi molestie,ad Ut volutpat,16,17,21
966,cursus,natoque,21,39,13
967,Quisque pulvinar risus,habitant vitae tempus,25,55,45
968,penatibus,conubia,40,14,40
969,tristique tristique montes,a velit,7,24,33
970,magnis viverra,risus,32,20,4
971,torquent massa per,non tempor aliquet,47,45,6
972,porta,libero ante,15,39,35
973,eleifend vulputate,posuere tristique,30,49,47
974,Quisque egestas,dignissim morbi,25,16,0
975,lectus,fermentum amet,5,2,48
976,dui pellentesque felis,Integer,49,27,49
977,In velit enim,eleifend pede,34,45,44
978,torquent sagittis tellus,libero,14,8,3
979,ac,aptent iaculis nunc,20,31,44
980,urna eleifend,augue gravida accumsan,27,13,7
981,mauris felis Praesent,mauris,2,11,15
982,ultrices litora,facilisis leo,45,45,9
983,cursus quam,feugiat,25,17,9
984,dictum taciti elementum,malesuada mi,23,19,48
985,sodales aliquam magnis,tempor,43,39,20
986,ridiculus enim dignissim,luctus sociosqu,42,14,44
987,malesuada non nibh,faucibus penatibus risus,27,49,43
988,Pellentesque taciti egestas,sed,1,45,46
989,tempus eleifend,consectetuer massa feugiat,19,23,24
990,pharetra lacus condimentum,iaculis,28,29,33
991,cursus sem,lobortis mauris,31,26,29
992,In nibh blandit,pellentesque,9,37,27
993,bibendum placerat,Vestibulum Vestibulum,43,60,6
994,fringilla habitant,id accumsan eget,30,49,42
995,tristique Lorem,velit luctus,40,5,30
996,gravida laoreet,pretium per Morbi,19,39,30
997,euismod penatibus Proin,enim In auctor,45,50,4
998,Morbi Fusce metus,auctor,41,15,32
999,risus,Curae neque,37,57,9
1000,sagittis,dignissim,14,35,47
1001,Class Praesent,dapibus,30,18,49
1002,pede netus penatibus,sem augue posuere,10,16,47
1003,natoque ridiculus,montes faucibus,14,32,25
1004,congue,sodales non,5,37,44
1005,vel Nullam risus,mus,18,45,22
1006,accumsan ipsum condimentum,aliquam dui,0,34,4
1007,ut,Praesent,5,20,41
1008,ac posuere,odio accumsan,18,15,25
1009,elementum,purus,26,37,19
1010,ipsum,Curae magnis,27,17,24
1011,eros leo feugiat,commodo Donec habitant,38,31,47
1012,tempus tortor scelerisque,Aenean,27,56,40
1013,elit litora,ante nonummy natoque,20,31,5
1014,Duis massa,massa congue interdum,43,48,14
1015,Lorem sodales,per Class,12,59,40
1016,Donec hendrerit,euismod sodales fermentum,4,29,19
1017,ligula Donec,Vestibulum,43,10,24
1018,lobortis,quam,47,57,16
1019,habitant ultricies,Maecenas,15,48,38
1020,convallis Etiam,tincidunt non aptent,48,32,19
1021,mattis tempor,pretium velit Nulla,10,60,10
1022,nunc,venenatis erat et,15,2,36
1023,pharetra,nunc,18,45,12
1024,dapibus,Cum fringilla,35,1,17
1025,nisi mattis Aliquam,senectus laoreet bibendum,47,48,42
1026,eu,nisi netus est,11,55,32
1027,tincidunt justo mi,luctus molestie,44,29,31
1028,dui,varius habitant Class,38,20,19
1029,imperdiet,posuere,20,2,0
1030,ultrices magna pellentesque,fringilla blandit,4,44,44
1031,Etiam,volutpat penatibus,48,34,11
1032,dis purus morbi,eu Etiam,41,3,33
1033,bibendum ut,scelerisque pellentesque pede,0,28,40
1034,per mattis convallis,nulla,33,10,40
1035,fames,dapibus diam,23,10,6
1036,lacus consectetuer,sollicitudin taciti,4,3,17
1037,facilisis penatibus ac,pede Curabitur purus,35,4,21
1038,lectus semper gravida,pellentesque elit nulla,28,23,38
1039,accumsan,mus,45,49,8
1040,elementum rutrum,lacus,29,45,28
1041,elementum nec,tortor arcu tempus,41,18,28
1042,felis conubia,tortor ligula hendrerit,11,8,43
1043,egestas,Phasellus Duis,23,2,6
1044,tortor,Etiam,46,1,22
1045,ipsum fringilla,vehicula,36,59,22
1046,Phasellus at,tortor congue justo,8,12,23
1047,ut,blandit tincidunt mauris,35,26,46
1048,turpis,imperdiet auctor venenatis,49,55,19
1049,Pellentesque,ante,33,45,13
1050,morbi mi inceptos,pretium consequat,5,38,23
1051,faucibus consequat eget,aliquet tincidunt Etiam,42,39,44
1052,in posuere,sociosqu litora,26,5,25
1053,Sed nunc ultricies,faucibus,43,13,40
1054,consectetuer,vestibulum,6,43,13
1055,at,per velit dolor,24,46,30
1056,cubilia,pulvinar facilisi feugiat,5,37,42
1057,lectus velit tortor,tempus,37,49,2
1058,et,suscipit,0,5,28
1059,felis,tincidunt Lorem hymenaeos,4,56,13
1060,fermentum,Duis sit,50,44,23
1061,velit Class dui,Fusce,29,23,2
1062,urna enim,mus,50,28,33
1063,Phasellus,Sed sodales Praesent,15,28,22
1064,placerat varius,In aliquam euismod,43,20,10
1065,augue sed tellus,netus,44,0,18
1066,cursus,sodales convallis eu,7,18,11
1067,gravida velit,sem nostra,21,22,12
1068,arcu amet Phasellus,Cras,16,3,13
1069,quis auctor pretium,erat,15,47,14
1070,congue Vestibulum volutpat,interdum Curabitur malesuada,10,40,45
1071,Morbi,Mauris dignissim,3,18,28
1072,eget facilisi,convallis ligula,6,21,49
1073,arcu sit sagittis,nonummy nonummy bibendum,11,41,47
1074,blandit ante,mauris molestie urna,45,13,13
1075,in nisi,Mauris Cras,12,27,13
1076,suscipit elementum vehicula,feugiat,1,47,23
1077,Nunc Vivamus,id placerat sagittis,32,22,47
1078,pharetra Vivamus interdum,magna Nunc morbi,27,27,28
1079,vitae,taciti suscipit Suspendisse,2,11,14
1080,porttitor,elit,34,37,41
1081,magna fermentum,pretium euismod taciti,23,59,38
1082,auctor nascetur,Nulla ornare blandit,33,7,0
1083,vestibulum scelerisque,consectetuer euismod Nulla,18,60,3
1084,quis Class in,bibendum placerat,47,47,34
