Id,AnimalName,Spicies,Age,CageNumber,ZooId
2410,Proin,Vivamus hymenaeos,5,9,19
2411,Quisque,posuere Ut,25,13,14
2412,imperdiet nonummy,odio,9,27,11
2413,tempus In tellus,congue ut,16,18,16
2414,primis suscipit placerat,primis dui montes,32,1,7
2415,rutrum,natoque aliquet,19,23,5
2416,leo fermentum,consectetuer sodales enim,20,45,22
2417,consequat auctor,fringilla nulla,39,9,5
2418,viverra nulla morbi,ut,1,38,17
2419,vulputate hymenaeos,tristique,33,23,22
2420,Nam,pede suscipit,14,40,10
2421,Curae euismod,quam accumsan libero,37,36,24
2422,consectetuer nisi,pretium fames,27,38,19
2423,quam eu turpis,convallis Duis,35,4,18
2424,egestas conubia,urna ridiculus est,46,60,14
2425,sociis,Maecenas,3,3,22
2426,Phasellus semper,Nulla,30,20,0
2427,habitant Cum mi,aptent,34,50,3
2428,ac eleifend penatibus,magna,1,17,13
2429,mattis diam,tempor vitae Quisque,15,57,17
2430,dolor dapibus,pulvinar,34,30,19
2431,ultricies,sociosqu est eu,10,39,24
2432,Nullam egestas primis,posuere Phasellus eu,32,59,8
2433,nonummy ut,Nunc Nullam,16,15,4
2434,sagittis,senectus pretium,21,11,20
2435,eleifend leo tempor,interdum justo,49,48,8
2436,In,primis sodales Maecenas,32,12,12
2437,Curabitur Cras ultricies,mollis,33,30,14
2438,et tincidunt,posuere,7,30,0
2439,auctor velit Curae,leo nibh lobortis,35,31,0
2440,aliquet,ullamcorper aliquet odio,10,20,0
2441,tempor,conubia ut eu,8,13,0
2442,Curabitur ac,dapibus,16,5,2
2443,magnis,lacinia,32,36,5
2444,litora,Lorem nisi,20,34,9
2445,torquent at,penatibus,33,57,10
2446,conubia aliquet dictum,Maecenas lacus,0,7,21
2447,ante Lorem netus,malesuada nascetur,0,58,4
2448,lobortis,commodo Nullam hendrerit,19,13,2
2449,augue justo,arcu Pellentesque vestibulum,19,6,6
2450,Phasellus ultrices,pulvinar Donec Integer,32,31,21
2451,pulvinar,Cras,40,28,4
2452,consequat Lorem Nunc,Nulla tellus dolor,7,49,11
2453,commodo pellentesque,libero,31,7,7
2454,ipsum cubilia enim,consectetuer,31,12,18
2455,natoque,posuere volutpat,17,13,18
2456,hymenaeos consequat,placerat,9,19,11
2457,placerat rutrum Nam,lacus urna,25,50,16
2458,nisl enim,eleifend malesuada quis,9,2,8
2459,amet quam,libero sed,38,45,5
2460,ligula nibh,posuere ligula,50,22,21
2461,justo,Morbi ut,37,26,11
2462,nunc nascetur montes,vestibulum vestibulum massa,11,38,11
2463,libero sollicitudin,hendrerit leo taciti,37,14,3
2464,quis nisi ridiculus,Proin,28,50,6
2465,consectetuer Morbi,viverra,26,39,4
2466,lacus sollicitudin massa,scelerisque nisl lorem,12,60,19
2467,orci cursus,Sed vehicula luctus,3,6,22
2468,commodo,Ut purus,3,51,19
2469,eget imperdiet,amet,37,21,7
2470,rutrum habitant hymenaeos,hendrerit Sed laoreet,10,48,19
2471,primis sapien Class,nibh,29,29,6
2472,lacinia,Vestibulum tellus at,45,42,8
2473,gravida,nonummy ut,23,57,4
2474,Pellentesque,eu,9,51,17
2475,Vestibulum,at sociosqu,30,6,2
2476,dignissim scelerisque cursus,pellentesque dignissim semper,40,11,5
2477,aptent Fusce fringilla,Aenean tempus elit,18,10,11
2478,tempus,lacinia quis,29,33,11
2479,habitant,cursus,14,45,19
2480,vulputate at,facilisi,18,23,19
2481,sapien,magna sollicitudin,15,23,7
2482,ornare luctus mollis,lacinia mauris,6,39,14
2483,mattis sodales massa,at viverra,47,50,21
2484,nec iaculis,lacinia,7,42,11
2485,auctor pede pulvinar,consequat,42,7,0
2486,congue mollis ipsum,mauris aliquam,0,57,18
2487,luctus arcu suscipit,tortor per,29,48,11
2488,senectus gravida,euismod suscipit,2,16,20
2489,justo laoreet sagittis,aliquam nascetur,48,5,3
2490,inceptos primis Pellentesque,ante posuere Sed,49,44,7
2491,ornare,eu Phasellus,37,43,20
2492,est,justo nibh inceptos,24,21,7
2493,porttitor non,nulla magna,9,41,8
2494,Nam,pellentesque sociosqu torquent,8,32,1
2495,ultrices,dui Cras,39,54,20
2496,rutrum,nostra netus,27,22,5
2497,placerat id aliquam,ullamcorper,34,38,5
2498,dictum sit aliquet,sociis Integer,35,7,15
2499,purus,cursus accumsan justo,49,13,18
